match_no,date,stage,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,18.6,Mukul Choudhary,Xavier Bartlett,1,0,0,0,0,0,,,
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,19.1,Mukul Choudhary,Marco Jansen,1,0,0,0,0,0,,,
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,19.2,Aiden Markram,Marco Jansen,1,0,0,0,0,0,,,
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,19.3,Mukul Choudhary,Marco Jansen,1,0,0,0,0,0,,,
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,19.4,Aiden Markram,Marco Jansen,4,0,0,0,0,0,,,
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,19.5,Aiden Markram,Marco Jansen,0,0,0,0,0,0,caught,Aiden Markram,Marcus Stoinis
29,"Apr 19, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,19.6,Himmat Singh,Marco Jansen,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,0.1,Quinton de Kock,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,0.2,Quinton de Kock,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,0.3,Danish Malewar,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,0.4,Danish Malewar,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,0.5,Quinton de Kock,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,0.6,Quinton de Kock,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,1.1,Danish Malewar,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,1.2,Quinton de Kock,Kagiso Rabada,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,1.3,Quinton de Kock,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,1.4,Quinton de Kock,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,1.5,Danish Malewar,Kagiso Rabada,0,0,0,0,0,0,lbw,Danish Malewar,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,1.6,Naman Dhir,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,2.1,Naman Dhir,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,2.2,Quinton de Kock,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,2.3,Naman Dhir,Mohammed Siraj,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,2.4,Naman Dhir,Mohammed Siraj,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,2.5,Naman Dhir,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,2.6,Naman Dhir,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.1,Quinton de Kock,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.2,Quinton de Kock,Kagiso Rabada,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.3,Quinton de Kock,Kagiso Rabada,0,0,0,0,0,0,caught,Quinton de Kock,Kagiso Rabada
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.4,Suryakumar Yadav,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.5,Suryakumar Yadav,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.5,Suryakumar Yadav,Kagiso Rabada,0,1,1,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,3.6,Suryakumar Yadav,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,4.1,Suryakumar Yadav,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,4.2,Naman Dhir,Mohammed Siraj,0,1,0,1,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,4.3,Suryakumar Yadav,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,4.4,Naman Dhir,Mohammed Siraj,0,1,0,1,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,4.5,Suryakumar Yadav,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,4.6,Naman Dhir,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,5.1,Suryakumar Yadav,Kagiso Rabada,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,5.2,Suryakumar Yadav,Kagiso Rabada,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,5.3,Suryakumar Yadav,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,5.4,Naman Dhir,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,5.5,Suryakumar Yadav,Kagiso Rabada,0,0,0,0,0,0,bowled,Suryakumar Yadav,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,5.6,Tilak Varma,Kagiso Rabada,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,6.1,Naman Dhir,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,6.2,Naman Dhir,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,6.3,Naman Dhir,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,6.4,Naman Dhir,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,6.5,Naman Dhir,Ashok Sharma,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,6.6,Naman Dhir,Ashok Sharma,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,7.1,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,7.2,Naman Dhir,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,7.3,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,7.4,Naman Dhir,Rashid Khan,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,7.5,Naman Dhir,Rashid Khan,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,7.6,Naman Dhir,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,8.1,Naman Dhir,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,8.2,Tilak Varma,Prasidh Krishna,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,8.3,Tilak Varma,Prasidh Krishna,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,8.4,Tilak Varma,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,8.5,Naman Dhir,Prasidh Krishna,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,8.6,Naman Dhir,Prasidh Krishna,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,9.1,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,9.2,Naman Dhir,Rashid Khan,0,1,0,1,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,9.3,Tilak Varma,Rashid Khan,0,1,0,1,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,9.4,Naman Dhir,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,9.5,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,9.6,Naman Dhir,Rashid Khan,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,10.1,Tilak Varma,Washington Sundar,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,10.2,Naman Dhir,Washington Sundar,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,10.3,Naman Dhir,Washington Sundar,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,10.4,Naman Dhir,Washington Sundar,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,10.5,Tilak Varma,Washington Sundar,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,10.6,Tilak Varma,Washington Sundar,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,11.1,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,11.2,Naman Dhir,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,11.3,Tilak Varma,Rashid Khan,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,11.4,Tilak Varma,Rashid Khan,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,11.5,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,11.6,Naman Dhir,Rashid Khan,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,12.1,Tilak Varma,Prasidh Krishna,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,12.2,Tilak Varma,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,12.3,Naman Dhir,Prasidh Krishna,0,0,0,0,0,0,caught,Naman Dhir,Kagiso Rabada
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,12.4,Hardik Pandya,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,12.5,Tilak Varma,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,12.6,Hardik Pandya,Prasidh Krishna,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,13.1,Tilak Varma,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,13.2,Tilak Varma,Ashok Sharma,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,13.3,Hardik Pandya,Ashok Sharma,0,1,0,0,1,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,13.4,Tilak Varma,Ashok Sharma,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,13.5,Hardik Pandya,Ashok Sharma,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,13.6,Hardik Pandya,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.1,Tilak Varma,Prasidh Krishna,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.2,Tilak Varma,Prasidh Krishna,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.3,Tilak Varma,Prasidh Krishna,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.4,Tilak Varma,Prasidh Krishna,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.5,Tilak Varma,Prasidh Krishna,0,1,1,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.5,Tilak Varma,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,14.6,Hardik Pandya,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,15.1,Hardik Pandya,Kagiso Rabada,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,15.2,Hardik Pandya,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,15.3,Hardik Pandya,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,15.4,Hardik Pandya,Kagiso Rabada,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,15.5,Hardik Pandya,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,15.6,Tilak Varma,Kagiso Rabada,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,16.1,Tilak Varma,Rashid Khan,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,16.2,Tilak Varma,Rashid Khan,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,16.3,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,16.4,Hardik Pandya,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,16.5,Tilak Varma,Rashid Khan,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,16.6,Hardik Pandya,Rashid Khan,2,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,17.1,Tilak Varma,Ashok Sharma,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,17.2,Tilak Varma,Ashok Sharma,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,17.3,Tilak Varma,Ashok Sharma,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,17.4,Tilak Varma,Ashok Sharma,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,17.5,Tilak Varma,Ashok Sharma,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,17.6,Tilak Varma,Ashok Sharma,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,18.1,Hardik Pandya,Mohammed Siraj,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,18.2,Hardik Pandya,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,18.3,Tilak Varma,Mohammed Siraj,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,18.4,Tilak Varma,Mohammed Siraj,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,18.5,Hardik Pandya,Mohammed Siraj,0,0,0,0,0,0,caught,Hardik Pandya,Glenn Phillips
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,18.6,Sherfane Rutherford,Mohammed Siraj,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,19.1,Tilak Varma,Prasidh Krishna,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,19.2,Tilak Varma,Prasidh Krishna,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,19.3,Tilak Varma,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,19.4,Sherfane Rutherford,Prasidh Krishna,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,19.5,Tilak Varma,Prasidh Krishna,6,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",MI,GT,1,19.6,Tilak Varma,Prasidh Krishna,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,0.1,Sai Sudharsan,Jasprit Bumrah,0,0,0,0,0,0,caught,Sai Sudharsan,Krish Bhagat
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,0.2,Jos Buttler,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,0.3,Jos Buttler,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,0.4,Jos Buttler,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,0.5,Jos Buttler,Jasprit Bumrah,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,0.6,Shubman Gill,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.1,Jos Buttler,Hardik Pandya,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.2,Jos Buttler,Hardik Pandya,0,0,0,0,0,0,lbw,Jos Buttler,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.3,Washington Sundar,Hardik Pandya,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.4,Washington Sundar,Hardik Pandya,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.5,Washington Sundar,Hardik Pandya,0,1,1,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.5,Washington Sundar,Hardik Pandya,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.6,Washington Sundar,Hardik Pandya,0,1,1,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,1.6,Washington Sundar,Hardik Pandya,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.1,Shubman Gill,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.2,Shubman Gill,Jasprit Bumrah,0,1,1,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.2,Shubman Gill,Jasprit Bumrah,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.3,Shubman Gill,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.4,Shubman Gill,Jasprit Bumrah,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.5,Shubman Gill,Jasprit Bumrah,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,2.6,Shubman Gill,Jasprit Bumrah,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,3.1,Shubman Gill,Krish Bhagat,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,3.2,Shubman Gill,Krish Bhagat,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,3.3,Washington Sundar,Krish Bhagat,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,3.4,Washington Sundar,Krish Bhagat,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,3.5,Shubman Gill,Krish Bhagat,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,3.6,Shubman Gill,Krish Bhagat,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,4.1,Washington Sundar,Ashwani Kumar,4,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,4.2,Washington Sundar,Ashwani Kumar,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,4.3,Shubman Gill,Ashwani Kumar,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,4.4,Shubman Gill,Ashwani Kumar,0,0,0,0,0,0,caught,Shubman Gill,Naman Dhir
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,4.5,Glenn Phillips,Ashwani Kumar,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,4.6,Washington Sundar,Ashwani Kumar,0,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,5.1,Glenn Phillips,Krish Bhagat,1,0,0,0,0,0,,,
30,"Apr 20, 2026",League stage,"Narendra Modi Stadium, Ahmedabad",GT,MI,2,5.2,Washington Sundar,Krish Bhagat,0,0,0,0,0,0,,,
